http://www.cheyun.com/content/26134,广汽集团：全面实施智能网联新能源,,2019/02/01 12:34:49,项目占地面积约8600亩，总投资约21.5亿元，分两期投入，其中一期投资17.2亿元。,"1月31日，广汽集团发布公告称，公司审议通过了《关于南方（韶关）智能网联新能源汽车试验检测中心项目的议案》，同意南方（韶关）智能网联新能源汽车试验检测中心项目的实施。项目占地面积约8600亩，总投资约21.5亿元，分两期投入，其中一期投资17.2亿元。当天，广汽集团与韶关市政府达成一致， 计划在韶关市新丰县建设以新能源、智能网联、无人驾驶试验为特色的开放型、综合型的汽车试验中心（暂定名“南方（韶关）智能网联新能源汽车试验检测中心”，下称“南方检测中心”）。该中心作为《广东省战略性新兴产业发展“十三五”规划》中新能源汽车研发与测试的重要配套基础保障设施，将打造成一个开放的公共服务平台，提供给广东省及其他南方各省乃至全国所有整车制造企业和关键零部件生产企业使用。广汽集团正加速布局智能网联新能源汽车，已形成插电与纯电/混动两大系列产品，从2019年起，广汽集团将以每半年一款的速度，密集推出纯电动汽车系列产品。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

广汽"
http://www.cheyun.com/content/26124,广汽集团：逾20亿元实施智能网联新能源汽车试验检测中心项目,36Kr,2019/02/01 07:45:19,广汽集团发布公告称同意南方（韶关）智能网联新能源汽车试验检测中心项目的实施。,"广汽集团发布公告称，该公司审议通过了《关于南方（韶关）智能网联新能源汽车试验检测中心项目的议案》，同意南方（韶关）智能网联新能源汽车试验检测中心项目的实施，项目占地面积约8600亩，总投资约21.5亿元，分两期投入，其中一期投资17.2亿元。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

广汽"
http://www.cheyun.com/content/26086,宝马汽车获准延长智能网联汽车道路测试期限,宋薇萍,2019/01/29 23:47:20,宝马汽车将继续在开放的城市道路上开展智能网联汽车研发测试工作。,"宝马汽车近日向上海市智能网联汽车道路测试推进工作小组提交了智能网联汽车道路测试延长测试期限申请，经审核后获得批准，继续在开放的城市道路上开展智能网联汽车研发测试工作。下一步，宝马汽车将进一步扩展道路测试场景及测试功能，测试道路范围扩展至上海嘉定区和临港地区已开放的37.2公里测试道路，下一阶段将重点针对动态环境下的运动控制进行优化调试。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

宝马"
http://www.cheyun.com/content/26063,北汽蓝谷：北汽新能源与华为联合开发下一代智能网联电动汽车技术,新闻菌,2019/01/28 16:51:34,北京新能源汽车股份有限公司与华为技术有限公司联合设立了“1873 戴维森创新实验室”。,"北汽蓝谷公告称，子公司北京新能源汽车股份有限公司与华为技术有限公司联合设立了“1873 戴维森创新实验室”，将在技术研发、产品创新等方面开展合作，范围包括云计算、车联网、能源互联网等领域；在智能化转型方面展开深入研究，将 ICT 技术与智能网联汽车深度融合，涉及云计算、大数据、工业物联网、信息安全等；探讨用户、生态和产业链融合等领域的合作，推动智能网联汽车产业化进程。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

北汽新能源"
http://www.cheyun.com/content/26057,奔驰将加深与中国智能网联供应商合作,肖莹,2019/01/28 08:31:19,奔驰采购和供应商质量部门主管威尔科•斯塔克近日表示，戴姆勒公司将深化与中国汽车供应商的合作关系。,"据外媒报道，梅赛德斯-奔驰采购和供应商质量部门主管威尔科•斯塔克近日表示，戴姆勒公司将深化与中国汽车供应商的合作关系，因为在电动化和智能网化的关键技术方面，中国供应商往往领先于美国和欧洲的竞争对手。斯塔克表示，向电动化和智能网联汽车的转变使得该公司更加依赖外部的电池化学和网联汽车专业知识。在智能网联领域，中国领先于美国。奔驰别无选择，只能加深与阿里巴巴、腾讯和百度等中国供应商的关系。“我们将加强对中国供应商的考察。中国在许多数字化创新领域都比美国先进。因此，中国供应商在奔驰供应链中的重要性将显著得到提升。”在汽车产业电动化和智能化转型的大背景下，奔驰正在积极寻求转型突破。此前，还有外媒报道称，戴姆勒和宝马正考虑联手生产关键的汽车零部件，以及联合探索电动车平台、电池和自动驾驶技术等。2018年，奔驰全球销量为231万辆，同比增长0.9%，其中接近30%的销量由中国市场贡献。2018年中国汽车市场销量整体下滑2.8%，而奔驰却实现了大幅度的逆势增长，全年销量超过67万辆，同比增长10.3%。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

奔驰"
http://www.cheyun.com/content/25858,2018中国汽车科技创新大奖，哈弗F7荣获年度AI智能网联SUV,新闻菌,2019/01/18 18:42:00,2018中国汽车科技创新大奖，哈弗F7荣获年度AI智能网联SUV,"1月18日，2018中国汽车科技创新大奖颁奖典礼于北京举办，车云网作为中国第一汽车科技媒体，以公正、公开、公平的原则，依托权威、专业、客观的评价体系，回顾盘点过去一年汽车科技领域的产品创新和技术突破，举办2018汽车科技创新大奖颁奖典礼。经多名行业专家、汽车资深媒体、科技资深媒体以及专业院校教授，依据产品影响、技术创新、用户体验等多方面进行综合评价，最终  哈弗F7荣获2018中国汽车科技创新大奖-年度AI智能网联SUV。2018科技创新大奖致力于充分发挥多领域的优势与特色，以更加专业、全面、多元的跨界升级塑造在汽车科技创新领域的影响力与行业领导力。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');"
http://www.cheyun.com/content/25505,奥迪智能网联最新成果：车路协同、L4自动驾驶高速演示,新闻菌,2018/12/29 17:03:17,奥迪成为首个在国内高速公路场景进行相关联合演示的车企。,"12月29日，奥迪中国研发团队于延崇高速公路一封闭路段进行了L4自动驾驶以及基于C-V2X（基于蜂窝网络的V2X）的车路协同演示，成为首个在国内高速公路场景进行相关联合演示的车企。本次演示由北京市首都公路发展集团有限公司及其下属北京速通科技有限公司牵头，并由奥迪中国以及合作伙伴华为合作完成。研发团队于27日完成全部测试，并于29日向交通、经信和交管等部门进行了演示。本次演示达到了延崇高速公路最高设计时速80km/h。“奥迪始终走在探索自动驾驶以及智能网联汽车领域的前沿。我们在中国投入了大量研发资源，保证奥迪的相关技术能够完美匹配中国消费者的需求，”奥迪中国总裁欧阳谦表示,“为了达到这一目标，奥迪中国研发实力将在未来五年扩充至目前的三倍，专注数字化、电动化及自动驾驶相关领域。”在本次演示测试中，奥迪中国与华为联合研发团队在高速公路封闭路段进行了L4自动驾驶技术演示，无需驾驶员干预，车辆便可自动识别交通标识，并进行相应的车速调整。此外，演示车辆还可完成变道超车、自动减速以及紧急停车等动作。同时，研发团队还在该高速公路路段完成了基于C-V2X的车路协同演示，包括限速提示、事故预警、变道辅助以及紧急制动预警等十余个使用场景。延崇高速作为国家加快推进智慧高速试点的重点示范项目，沿线配有摄像头、路侧雷达、气象传感器等智能设备，并将于2019年1月1日正式通车。通过此次测试，奥迪中国将进一步加深同首发集团及华为的合作，进一步参与探讨智能网联汽车的发展。奥迪中国此前已获得无锡及北京的自动驾驶测试牌照，并将于2019年在无锡增设研发中心，进一步加强四环品牌在华的研发实力。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');"
http://www.cheyun.com/content/25382,天津市启动智能网联汽车道路测试,万红,2018/12/25 10:02:03,天津卡达克数据有限公司和北京百度网讯科技有限公司，顺利获发了天津市智能网联汽车道路测试第一批试验牌照,"昨日，天津卡达克数据有限公司和北京百度网讯科技有限公司，顺利获发了天津市智能网联汽车道路测试第一批试验牌照。同时，天津市交通运输委、市工业和信息化局和市公安局联合表示，天津市智能网联汽车道路测试正式启动。随着试验牌照的发放，天津市智能网联测试道路条件也日渐完善，在西青区和东丽区开放了首批测试道路。下一步市联合工作小组还将继续增加测试道路，扩大范围，丰富道路形态，推进专用测试场地建设，研究制定技术标准规范，加快技术研发和应用进度，发展高等级智能网联汽车技术，创造更加便捷高效的交通环境。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

智能汽车"
http://www.cheyun.com/content/25111,车云晨报 | 腾讯菲克就智能网联达成战略合作，宁德时代成立美国子公司，11月新能源乘用车销售13.6万台,新闻菌,2018/12/10 23:06:12,腾讯菲克宣布将在汽车智能网联领域开展全方面的深度战略合作，宁德时代美国子公司在底特律市正式成立。,"腾讯与菲克中国达成战略合作，致力于打造智能网联汽车国际标杆12月10日，腾讯与菲亚特克莱斯勒中国区宣布将在汽车智能网联领域开展全方面的深度战略合作。腾讯将基于在云、AI、安全以及生态内容等领域的领先优势，助力菲克在中国市场打造新一代领先的智能网联云平台，服务菲克旗下Jeep、玛莎拉蒂以及阿尔法·罗密欧三大品牌。双方在腾讯深圳总部大厦签署战略合作协议。进军海外 宁德时代在美国成立子公司据外媒报道，美国当地时间12月6日，宁德时代美国子公司在底特律市正式成立，作为美国本土的首个办事处。这是继德国、法国、日本之后，宁德时代在全球市场建立的第四个子公司。乘联会：11月新能源乘用车销量达13.6万台12月10日，乘联会发布月度数据。11月狭义乘用车零售量共计202万台，同比下降18%，环比增长3.4%。新能源乘用车方面，11月销量达到13.6万台，环比增长10.4%，同比增长55.9%。其中插混同比增加87%，纯电动增长65%。1-11月新能源乘用车累计批发88.6万台。乘联会表示，11月新调高的新能源乘用车销量达99万的年度预测目前看来比较乐观，12月新能源汽车的生产厂家数量和车型增量将拉动年末增量突出。江淮大众新能源乘用车项目研发中心在合肥开工江淮大众新能源乘用车项目研发中心开工仪式10日在安徽省合肥市举行。据介绍，该研发中心位于合肥市经济技术开发区，将关注电动化、车联网、自动驾驶等核心领域以及其他以未来为导向的战略。合作三方将会在投资、专业知识和技术方面作出贡献，以确保研发中心符合各项要求。三星明年设立无人车芯片部门 正狂挖自动驾驶人才12月10日，业内人士透露，三星电子正在积极招聘专门从事自动驾驶技术的软件工程师，这增加了人们对三星将在该领域设立新业务部门的预期。一位业内人士说，三星这家韩国科技巨头一直在寻找自动驾驶方面的专家，三星据信计划最早在2019年正式启动这项新业务。“江苏智造”无人驾驶巴士正在测试，最快明年于南京商用由江苏省自主研发的首辆无人驾驶电动巴士""未来号""正在测试中。它融合了人工智能、高精度定位导航、环境感知等多项技术，最快将在明年在南京投入商用。这辆无人驾驶电动巴士核载7人。它在接收到后台调度中心下发的运行指令后，可按指定线路自主巡航。测试期间的行驶时速为15到20公里，行驶途中可实现遇障停车、遇障避障、行人检测、自助停站等功能。Lithium Australia利用采矿废弃物制作锂电池 磷酸三锂可降低电池成本Lithium Australia公司雄心勃勃，想要利用采矿废弃物来制造锂电池。该公司于上周宣布，其锂离子电池完全由采矿废弃物（mining waste）制作，属于全球首例。该公司采用了一项废弃物加工技术，该技术已取得了专利，利用磷酸三锂（tri-lithium phosphate）替代高纯度的氢氧化锂（lithium hydroxide）或碳酸锂（lithium carbonate），旨在大幅降低电池的生产成本。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

车云晨报"
http://www.cheyun.com/content/25102,腾讯与菲克中国达成战略合作，致力于打造智能网联汽车国际标杆,新闻菌,2018/12/10 17:15:08,此次合作标志着腾讯在智慧出行领域迎来重要的顶级国际汽车品牌合作，是腾讯践行智慧出行战略的关键步骤。,"12月10日，腾讯与菲亚特克莱斯勒（下称“菲克”）中国区宣布将在汽车智能网联领域开展全方面的深度战略合作。腾讯将基于在云、AI、安全以及生态内容等领域的领先优势，助力菲克在中国市场打造新一代领先的智能网联云平台，服务菲克旗下Jeep、玛莎拉蒂以及阿尔法·罗密欧三大品牌。双方在腾讯深圳总部大厦签署战略合作协议，腾讯副总裁钟翔平，菲克集团亚太区研发中心副总裁柯乔治(Giorgio Cornacchia)代表双方签字， 腾讯高级执行副总裁、云与智慧产业事业群总裁汤道生，菲克集团全球执委会成员、菲克集团中国区首席运营官郑杰共同见证。腾讯车联副总裁钟学丹，腾讯车联副总裁刘昕，腾讯智慧产业市场副总裁徐樱丹，腾讯车联汽车云副总经理李博，菲克集团亚太区对外关系、政策与政府事务副总裁关国忠，广汽菲亚特克莱斯勒汽车销售有限公司信息技术部负责人吉晓彬共同出席了签约仪式。 腾讯与菲克中国签署战略合作协议作为全球领先的汽车集团，菲克集团在智能网联方面一直以来的策略都是与世界顶尖的团队合作，为消费者提供优秀、贴心的产品和服务。而此次腾讯与菲克中国达成战略合作，体现了对双方实力的相互认可。菲克中国区首席运营官郑杰表示，腾讯是一家非常优秀的互联网科技公司，腾讯在内容和技术方面有明显的优势，在企业社会责任承担方面令人尊敬。中国是目前世界最大的汽车消费国之一，汽车产业的未来发展与中国汽车市场需求密不可分。近年来，许多国际车企已将中国市场作为重要战略目标，积极推进在华本土化，以中国消费者需求为导向，探索智能网联化升级。根据合作协议，腾讯将与菲克中国展开一系列深度合作，构建面向中国市场的新一代领先的智能网联云平台，为菲克旗下Jeep、玛莎拉蒂、阿尔法·罗密欧等品牌的车主提供更智能、更便捷、更舒适的出行服务，助推菲克在华本土化进程。未来，双方还期望逐步探索在TAI汽车智能系统、自动驾驶、出行平台等领域的合作空间，共建更加高效的出行生态。腾讯高级执行副总裁汤道生表示：“汽车出行是腾讯探索产业互联网的重要场景。腾讯致力于做出行产业升级的‘数字化助手’和‘连接器’角色，全面开放核心能力和生态资源，为车企合作伙伴提供个性化、系统化、安全可靠的行业解决方案。腾讯非常重视与菲克中国的战略合作伙伴关系，希望通过双方合作，打造国际汽车品牌与中国互联网企业强强联合的标杆案例。”对于与腾讯的合作，菲克中国区首席运营官郑杰表示：“在当今数字化生存时代，一切技术的终极意义，应该，也必须是为创造更美好的生活体验，为创造人与人之间更真实的感动而存在拉近人与人之间的距离；菲克中国与腾讯结成战略伙伴，恰恰将满足中国消费者最本源的需求，使技术服务于美好的出行体验。”在合作一期，腾讯将为菲克中国构建云端的连接能力以及平台能力，帮助其打造一套自主可控且能够灵活扩展的智能网联云平台。平台初期将搭载包括远程控制、远程车辆状态查询、远程诊断以及基于车辆位置的LBS服务等功能；同时，腾讯将助力菲克中国建设用户账户体系平台，打造专属的统一用户ID，使车企能够更加全面地了解用户需求，为用户提供更加智能的、便捷的、人性化的服务。未来，双方将基于智能网联云平台快速迭代，不断扩展面向用户出行场景的车联网服务。同时，助力菲克中国打造全链数据平台，覆盖研发、生产、营销、出行等多方位的场景。双方还将进一步深入合作，拓展智能出行、娱乐出行以及社交出行领域的功能落地，为菲克车主提供更加智能的交互体验及更加丰富的车上服务，探索通过全语音交互的方式实现人、车、环境的互联。未来，双方期望逐步探索在TAI智能汽车系统、自动驾驶、出行平台等方面的合作空间。汽车出行是腾讯“扎根消费互联网，拥抱产业互联网”战略升级的重要方向。不久前，腾讯推出智慧出行战略，目前已经形成“四横两纵一中台”的业务矩阵。腾讯车联、腾讯自动驾驶、腾讯位置服务、腾讯乘车码组成了智慧出行的四个业务板块，这是腾讯助力出行产业升级的基础平台；两纵是指腾讯海量内容平台和安全保障系统；而腾讯AI和腾讯云作为中台，为业务矩阵提供底层保障，帮助车企建立自己的车联网云平台和超级大脑，提供全方位智能服务。在车联网领域，腾讯目前已经与宝马、奔驰、奥迪、广汽、长安、一汽、吉利、东风等15家车企建立了的合作关系，有45款合作车型正在落地，携手超过300家的头部生态合作伙伴为车主提供服务。此次与菲克中国展开战略合作，标志着腾讯在智慧出行领域迎来重要的顶级国际汽车品牌合作，是腾讯践行智慧出行战略的关键步骤。未来，腾讯与菲克中国将通过全方位的深入合作，让中国消费者拥抱全新的出行模式和生活方式，享受数字化、智能化的出行体验。



                                //广告位ID
                                var space_id = 13;
                                spaceids.push(space_id)
                                document.writeln('<ins id=""spaceid_'+space_id+'""></ins>');
                            






相关标签：

智能汽车"
